0.05,0.001029
0.25,0.001372
0.45,0.001372
0.65,0.0012005
0.85,0.001372
1.05,0.0012005
1.25,0.001029
1.45,0.0008575
1.65,0.001372
1.85,0.0012005
2.05,0.0012005
2.25,0.001372
2.45,0.0012005
2.65,0.0008575
2.85,0.001029
3.05,0.001029
3.25,0.000686
3.45,-0.002401
3.65,-0.01029
3.85,-0.020408
4.05,-0.031556
4.25,-0.037387
4.45,-0.041332
4.65,-0.040988
4.85,-0.029155
5.05,0.0060025
5.25,0.032413
5.45,0.040646
5.65,0.026239
5.85,-0.0022295
6.05,-0.029155
6.25,-0.041332
6.45,-0.031213
6.65,-0.003087
6.85,0.027269
7.05,0.040817
7.25,0.028469
7.45,0.001029
7.65,-0.026582
7.85,-0.038587
8.05,-0.033271
8.25,-0.006174
8.45,0.021609
8.65,0.040646
8.85,0.030699
9.05,0.0039445
9.25,-0.023667
9.45,-0.037901
9.65,-0.035672
9.85,-0.0090895
10.05,0.01938
10.25,0.033786
10.45,0.032757
10.65,0.0070315
10.85,-0.021438
11.05,-0.036701
11.25,-0.031213
11.45,-0.012519
11.65,0.016807
11.85,0.033271
12.05,0.031385
12.25,0.01029
12.45,-0.018693
12.65,-0.036187
12.85,-0.032413
13.05,-0.015607
13.25,0.01372
13.45,0.032413
13.65,0.029498
13.85,0.013034
14.05,-0.015607
14.25,-0.034986
14.45,-0.033443
14.65,-0.012176
14.85,0.010976
15.05,0.031385
15.25,0.031041
15.45,0.013377
15.65,-0.012691
15.85,-0.033614
16.05,-0.034472
16.25,-0.01492
16.45,0.0080605
16.65,0.02967
16.85,0.031899
17.05,0.012691
17.25,-0.010462
17.45,-0.032071
17.65,-0.035329
17.85,-0.017664
18.05,0.0084035
18.25,0.028297
18.45,0.032242
18.65,0.015435
18.85,-0.0073745
19.05,-0.030184
19.25,-0.035672
19.45,-0.019894
19.65,0.008232
19.85,0.026411
20.05,0.032757
20.25,0.018007
20.45,-0.01029
20.65,-0.028983
20.85,-0.036015
21.05,-0.022124
21.25,0.004802
21.45,0.027783
21.65,0.033099
21.85,0.019894
22.05,-0.0070315
22.25,-0.027269
22.45,-0.036358
22.65,-0.024182
22.85,0.0018865
23.05,0.028469
23.25,0.033099
23.45,0.022124
23.65,-0.0039445
23.85,-0.03087
24.05,-0.036529
24.25,-0.026068
24.45,-0.0008575
24.65,0.025725
24.85,0.036187
25.05,0.02401
25.25,-0.001372
25.45,-0.028469
25.65,-0.036358
25.85,-0.028297
26.05,-0.00343
26.25,0.023324
26.45,0.038416
26.65,0.025725
26.85,0.0015435
27.05,-0.025896
27.25,-0.038245
27.45,-0.030527
27.65,-0.0066885
27.85,0.020923
28.05,0.037215
28.25,0.033271
28.45,0.004459
28.65,-0.023667
28.85,-0.040817
29.05,-0.031727
29.25,-0.009947
29.45,0.01835
29.65,0.036529
29.85,0.034814
30.05,0.013548
30.25,-0.018179
30.45,-0.039788
30.65,-0.035672
30.85,-0.012863
31.05,0.015778
31.25,0.035329
31.45,0.0355
31.65,0.016293
31.85,-0.012005
32.05,-0.035329
32.25,-0.039788
32.45,-0.021438
32.65,0.013034
32.85,0.034128
33.05,0.036358
33.25,0.018865
33.45,-0.0090895
33.65,-0.031041
33.85,-0.040474
34.05,-0.023667
34.25,0.003773
34.45,0.032413
34.65,0.037044
34.85,0.020923
35.05,-0.005831
35.25,-0.029155
35.45,-0.035158
35.65,-0.025896
35.85,0.001029
36.05,0.024696
36.25,0.037387
36.45,0.023324
36.65,-0.003087
36.85,-0.026926
37.05,-0.035329
37.25,-0.028126
37.45,-0.0018865
37.65,0.022467
37.85,0.031385
38.05,0.025382
38.25,-0.000686
38.45,-0.024868
38.65,-0.034814
38.85,-0.024525
39.05,-0.0046305
39.25,0.02058
39.45,0.031556
39.65,0.02744
39.85,0.002401
40.05,-0.022638
40.25,-0.0343
40.45,-0.026239
40.65,-0.007546
40.85,0.01835
41.05,0.03087
41.25,0.023152
41.45,0.005145
41.65,-0.02058
41.85,-0.033786
42.05,-0.027269
42.25,-0.00686
42.45,0.016121
42.65,0.030356
42.85,0.024868
43.05,0.0080605
43.25,-0.018179
43.45,-0.033099
43.65,-0.028469
43.85,-0.0073745
44.05,0.01372
44.25,0.02967
44.45,0.026239
44.65,0.004802
44.85,-0.015949
45.05,-0.032071
45.25,-0.02967
45.45,-0.0097755
45.65,0.010976
45.85,0.028812
46.05,0.027097
46.25,0.007546
46.45,-0.013377
46.65,-0.031385
46.85,-0.030699
47.05,-0.012005
47.25,0.014749
47.45,0.027783
47.65,0.028297
47.85,0.010119
48.05,-0.016979
48.25,-0.030356
48.45,-0.031385
48.65,-0.014406
48.85,0.011662
49.05,0.026411
49.25,0.028983
49.45,0.012176
49.65,-0.014063
49.85,-0.029326
50.05,-0.032071
50.25,-0.016464
50.45,0.0090895
50.65,0.031041
50.85,0.029498
51.05,0.014406
51.25,-0.011319
51.45,-0.030356
51.65,-0.033099
51.85,-0.018522
52.05,0.0063455
52.25,0.029326
52.45,0.032757
52.65,0.016636
52.85,-0.008575
53.05,-0.032071
53.25,-0.033786
53.45,-0.020923
53.65,0.0036015
53.85,0.027097
54.05,0.036015
54.25,0.01835
54.45,-0.005831
54.65,-0.030013
54.85,-0.036358
55.05,-0.023152
55.25,0.001029
55.45,0.025039
55.65,0.035844
55.85,0.026411
56.05,-0.0036015
56.25,-0.027955
56.45,-0.039616
56.65,-0.025382
56.85,-0.001715
57.05,0.022981
57.25,0.0355
57.45,0.028126
57.65,0.005145
57.85,-0.025553
58.05,-0.039102
58.25,-0.032928
58.45,-0.00686
58.65,0.020923
58.85,0.034643
59.05,0.029498
59.25,0.007889
59.45,-0.017322
59.65,-0.034986
59.85,-0.034128
60.05,-0.012863
60.25,0.015949
60.45,0.033957
60.65,0.03087
60.85,0.010462
61.05,-0.015263
61.25,-0.031213
61.45,-0.035158
61.65,-0.015092
61.85,0.010462
62.05,0.033099
62.25,0.032071
62.45,0.013034
62.65,-0.012691
62.85,-0.030184
63.05,-0.032585
63.25,-0.017836
63.45,0.0080605
63.65,0.026068
63.85,0.032928
64.05,0.015263
64.25,-0.01029
64.45,-0.02864
64.65,-0.030699
64.85,-0.020237
65.05,0.005488
65.25,0.024868
65.45,0.03087
65.65,0.017493
65.85,-0.0077175
66.05,-0.027097
66.25,-0.031041
66.45,-0.019037
66.65,0.003087
66.85,0.023495
67.05,0.027612
67.25,0.019551
67.45,-0.005145
67.65,-0.025553
67.85,-0.031041
68.05,-0.01835
68.25,0.0005145
68.45,0.021952
68.65,0.027955
68.85,0.018865
69.05,-0.002744
69.25,-0.024353
69.45,-0.031213
69.65,-0.020066
69.85,-0.002058
70.05,0.020408
70.25,0.028126
70.45,0.017322
70.65,-0.000343
70.85,-0.022638
71.05,-0.031213
71.25,-0.021438
71.45,0.0012005
71.65,0.018522
71.85,0.027955
72.05,0.019037
72.25,-0.0005145
72.45,-0.020923
72.65,-0.031041
72.85,-0.022981
73.05,-0.001372
73.25,0.016464
73.45,0.027783
73.65,0.02058
73.85,-0.001372
74.05,-0.01938
74.25,-0.030527
74.45,-0.024353
74.65,-0.0036015
74.85,0.02058
75.05,0.027269
75.25,0.021609
75.45,0.001029
75.65,-0.017493
75.85,-0.030184
76.05,-0.025553
76.25,-0.005831
76.45,0.01835
76.65,0.026582
76.85,0.022809
77.05,0.00343
77.25,-0.021266
77.45,-0.030013
77.65,-0.026754
77.85,-0.007889
78.05,0.016293
78.25,0.031899
78.45,0.023838
78.65,0.0056595
78.85,-0.018865
79.05,-0.029498
79.25,-0.027955
79.45,-0.010119
79.65,0.014063
79.85,0.031041
80.05,0.028126
80.25,0.007889
80.45,-0.016636
80.65,-0.034643
80.85,-0.029155
